,id,n_victimas,fecha,aaaa,mm,dd,hora,hh,lugar_del_hecho,tipo_de_calle,calle,altura,cruce,direccion_normalizada,comuna,longitud,latitud,participantes,victima,acusado,Tipo_siniestro
1345,LC-2019-0115711,1,2019-02-22 00:00:00,2019,2,22,19:00:00,19,,,,,,,5,-58.424436,-34.631296,SD-SD,,,Lesion
1346,LC-2019-0115717,1,2019-02-22 00:00:00,2019,2,22,20:25:00,20,,,,,,,15,-58.48169,-34.586841,SD-SD,,,Lesion
1347,LC-2019-0115726,2,2019-02-22 00:00:00,2019,2,22,20:31:00,20,,,,,,,5,-58.430414,-34.604034,SD-SD,,,Lesion
1348,LC-2019-0115831,2,2019-02-22 00:00:00,2019,2,22,17:00:00,17,,,,,,,13,-58.449218,-34.569675,AUTO-SD,AUTO,,Lesion
1349,LC-2019-0115904,1,2019-02-22 00:00:00,2019,2,22,20:10:00,20,,,,,,,5,-58.420614,-34.600698,SD-SD,,,Lesion
1350,LC-2019-0121179,1,2019-02-22 00:00:00,2019,2,22,22:00:00,22,,,,,,,9,-58.526418,-34.639147,SD-SD,,,Lesion
1351,LC-2019-0249782,1,2019-02-22 00:00:00,2019,2,22,12:00:00,12,,,,,,,7,-58.461207,-34.628414,SD-SD,,,Lesion
1352,LC-2019-0114281,1,2019-02-22 00:00:00,2019,2,22,10:00:00,10,,,BOLA?OS,211.0,,BOLA?OS 211,,,,SD-SD,,,Lesion
1353,LC-2019-0115200,1,2019-02-22 00:00:00,2019,2,22,14:00:00,14,,,"ACHA, MARIANO, GRAL.",4006.0,,"ACHA, MARIANO, GRAL. 4006",,,,SD-SD,,,Lesion
1354,LC-2019-0117243,1,2019-02-23 00:00:00,2019,2,23,21:46:00,21,,,,,,,3,-58.409664,-34.603979,CICLISTA-SD,CICLISTA,,Lesion
1355,LC-2019-0116000,1,2019-02-23 00:00:00,2019,2,23,01:41:00,1,,,,,,,10,-58.488911,-34.627163,SD-SD,,,Lesion
1356,LC-2019-0116121,3,2019-02-23 00:00:00,2019,2,23,05:02:00,5,,,,,,,13,-58.432336,-34.551859,SD-SD,,,Lesion
1357,LC-2019-0116130,1,2019-02-23 00:00:00,2019,2,23,05:00:00,5,,,,,,,6,-58.451501,-34.619425,SD-SD,,,Lesion
1358,LC-2019-0116175,1,2019-02-23 00:00:00,2019,2,23,07:00:00,7,,,,,,,10,-58.531068,-34.614655,SD-SD,,,Lesion
1359,LC-2019-0116219,1,2019-02-23 00:00:00,2019,2,23,08:58:00,8,,,,,,,11,-58.470387,-34.618489,SD-SD,,,Lesion
1360,LC-2019-0116244,1,2019-02-23 00:00:00,2019,2,23,06:00:00,6,,,,,,,9,-58.528817,-34.643877,SD-SD,,,Lesion
1361,LC-2019-0116664,1,2019-02-23 00:00:00,2019,2,23,11:30:00,11,,,,,,,2,-58.411924,-34.598002,SD-SD,,,Lesion
1362,LC-2019-0116700,3,2019-02-23 00:00:00,2019,2,23,12:50:00,12,,,,,,,9,-58.509047,-34.657028,SD-SD,,,Lesion
1363,LC-2019-0116800,1,2019-02-23 00:00:00,2019,2,23,15:10:00,15,,,,,,,7,-58.468485,-34.633285,MOTO-SD,MOTO,,Lesion
1364,LC-2019-0117011,1,2019-02-23 00:00:00,2019,2,23,18:10:00,18,,,,,,,4,-58.401222,-34.65948,AUTO-SD,AUTO,,Lesion
1365,LC-2019-0117078,2,2019-02-23 00:00:00,2019,2,23,19:06:00,19,,,,,,,12,-58.485669,-34.544014,SD-SD,,,Lesion
1366,LC-2019-0117104,1,2019-02-23 00:00:00,2019,2,23,18:25:00,18,,,,,,,3,-58.400095,-34.627318,SD-SD,,,Lesion
1367,LC-2019-0117201,2,2019-02-23 00:00:00,2019,2,23,19:13:00,19,,,,,,,13,-58.466343,-34.551246,MOTO-SD,MOTO,,Lesion
1368,LC-2019-0117314,1,2019-02-23 00:00:00,2019,2,23,23:19:00,23,,,,,,,11,-58.512996,-34.606597,MOTO-SD,MOTO,,Lesion
1369,LC-2019-0117337,1,2019-02-23 00:00:00,2019,2,23,21:50:00,21,,,,,,,12,-58.49016,-34.571971,SD-SD,,,Lesion
1370,LC-2019-0117095,1,2019-02-23 00:00:00,2019,2,23,19:00:00,19,,,,,,,,,,SD-SD,,,Lesion
1371,LC-2019-0118122,1,2019-02-24 00:00:00,2019,2,24,08:30:00,8,,,,,,,1,-58.383445,-34.60919,CICLISTA-SD,CICLISTA,,Lesion
1372,LC-2019-0117588,2,2019-02-24 00:00:00,2019,2,24,06:26:00,6,,,,,,,8,-58.436576,-34.664503,SD-SD,,,Lesion
1373,LC-2019-0117682,2,2019-02-24 00:00:00,2019,2,24,06:40:00,6,,,,,,,15,,,MOTO-SD,MOTO,,Lesion
1374,LC-2019-0117991,1,2019-02-24 00:00:00,2019,2,24,14:06:00,14,,,,,,,4,-58.397282,-34.64458,MOTO-SD,MOTO,,Lesion
1375,LC-2019-0118490,1,2019-02-24 00:00:00,2019,2,24,22:38:00,22,,,,,,,15,-58.47431,-34.58127,SD-SD,,,Lesion
1376,LC-2019-0126374,2,2019-02-24 00:00:00,2019,2,24,13:49:00,13,,,,,,,11,-58.519116,-34.589282,SD-SD,,,Lesion
1377,LC-2019-0118513,1,2019-02-25 00:00:00,2019,2,25,01:01:00,1,,,,,,,2,-58.409675,-34.598005,CICLISTA-SD,CICLISTA,,Lesion
1378,LC-2019-0119434,1,2019-02-25 00:00:00,2019,2,25,09:45:00,9,,,,,,,No Especificada,,,CICLISTA-SD,CICLISTA,,Lesion
1379,LC-2019-0120704,1,2019-02-25 00:00:00,2019,2,25,17:15:00,17,,,,,,,9,-58.499041,-34.648413,CICLISTA-SD,CICLISTA,,Lesion
1380,LC-2019-0118481,2,2019-02-25 00:00:00,2019,2,25,21:34:00,21,,,,,,,6,-58.434804,-34.608669,SD-SD,,,Lesion
1381,LC-2019-0118519,1,2019-02-25 00:00:00,2019,2,25,01:08:00,1,,,,,,,7,-58.463972,-34.63987,SD-SD,,,Lesion
1382,LC-2019-0118780,1,2019-02-25 00:00:00,2019,2,25,07:30:00,7,,,,,,,8,-58.460718,-34.703796,SD-SD,,,Lesion
1383,LC-2019-0118791,1,2019-02-25 00:00:00,2019,2,25,06:50:00,6,,,,,,,1,-58.374566,-34.591799,SD-SD,,,Lesion
1384,LC-2019-0118816,1,2019-02-25 00:00:00,2019,2,25,17:45:00,17,,,,,,,11,-58.520025,-34.61779,SD-SD,,,Lesion
1385,LC-2019-0118903,1,2019-02-25 00:00:00,2019,2,25,09:46:00,9,,,,,,,6,-58.454867,-34.620861,SD-SD,,,Lesion
1386,LC-2019-0118994,1,2019-02-25 00:00:00,2019,2,25,07:45:00,7,,,,,,,14,-58.412396,-34.59175,SD-SD,,,Lesion
1387,LC-2019-0119010,1,2019-02-25 00:00:00,2019,2,25,10:27:00,10,,,,,,,5,-58.426204,-34.623725,MOTO-SD,MOTO,,Lesion
1388,LC-2019-0119066,1,2019-02-25 00:00:00,2019,2,25,10:20:00,10,,,,,,,14,-58.439052,-34.573171,SD-SD,,,Lesion
1389,LC-2019-0119253,1,2019-02-25 00:00:00,2019,2,25,11:37:00,11,,,,,,,3,-58.400427,-34.623561,PEATON-SD,PEATON,,Lesion
1390,LC-2019-0119568,2,2019-02-25 00:00:00,2019,2,25,12:00:00,12,,,,,,,9,-58.498294,-34.647724,SD-SD,,,Lesion
1391,LC-2019-0119628,1,2019-02-25 00:00:00,2019,2,25,13:37:00,13,,,,,,,3,-58.406578,-34.61781,SD-SD,,,Lesion
1392,LC-2019-0119649,1,2019-02-25 00:00:00,2019,2,25,12:15:00,12,,,,,,,5,-58.420252,-34.626041,MOTO-SD,MOTO,,Lesion
1393,LC-2019-0119743,1,2019-02-25 00:00:00,2019,2,25,12:00:00,12,,,,,,,7,-58.427832,-34.634148,SD-SD,,,Lesion
1394,LC-2019-0119794,3,2019-02-25 00:00:00,2019,2,25,11:40:00,11,,,,,,,12,-58.493326,-34.54837,SD-SD,,,Lesion
1395,LC-2019-0119858,1,2019-02-25 00:00:00,2019,2,25,12:30:00,12,,,,,,,15,-58.452017,-34.606166,SD-SD,,,Lesion
1396,LC-2019-0120126,1,2019-02-25 00:00:00,2019,2,25,15:53:00,15,,,,,,,12,-58.484799,-34.573345,SD-SD,,,Lesion
1397,LC-2019-0120316,1,2019-02-25 00:00:00,2019,2,25,13:00:00,13,,,,,,,3,-58.405165,-34.608828,SD-SD,,,Lesion
1398,LC-2019-0120452,1,2019-02-25 00:00:00,2019,2,25,17:46:00,17,,,,,,,3,-58.395149,-34.605856,SD-SD,,,Lesion
1399,LC-2019-0120604,1,2019-02-25 00:00:00,2019,2,25,16:15:00,16,,,,,,,5,-58.429194,-34.608733,SD-SD,,,Lesion
1400,LC-2019-0120605,1,2019-02-25 00:00:00,2019,2,25,16:55:00,16,,,,,,,6,-58.441022,-34.626496,SD-SD,,,Lesion
1401,LC-2019-0120637,3,2019-02-25 00:00:00,2019,2,25,17:30:00,17,,,,,,,4,-58.401295,-34.640071,SD-SD,,,Lesion
1402,LC-2019-0120639,1,2019-02-25 00:00:00,2019,2,25,18:53:00,18,,,,,,,1,-58.37837,-34.597658,SD-SD,,,Lesion
1403,LC-2019-0120674,1,2019-02-25 00:00:00,2019,2,25,16:30:00,16,,,,,,,4,-58.38866,-34.655622,SD-SD,,,Lesion
1404,LC-2019-0120821,1,2019-02-25 00:00:00,2019,2,25,20:07:00,20,,,,,,,1,-58.371847,-34.587379,SD-SD,,,Lesion
1405,LC-2019-0120839,1,2019-02-25 00:00:00,2019,2,25,20:15:00,20,,,,,,,No Especificada,,,SD-SD,,,Lesion
1406,LC-2019-0120855,1,2019-02-25 00:00:00,2019,2,25,20:25:00,20,,,,,,,1,-58.371847,-34.587379,MOTO-SD,MOTO,,Lesion
1407,LC-2019-0120912,1,2019-02-25 00:00:00,2019,2,25,19:30:00,19,,,,,,,15,-58.456805,-34.604664,SD-SD,,,Lesion
1408,LC-2019-0120941,1,2019-02-25 00:00:00,2019,2,25,19:15:00,19,,,,,,,7,-58.444246,-34.642804,SD-SD,,,Lesion
1409,LC-2019-0120955,1,2019-02-25 00:00:00,2019,2,25,18:50:00,18,,,,,,,1,-58.361735,-34.619133,MOTO-SD,MOTO,,Lesion
1410,LC-2019-0121022,1,2019-02-25 00:00:00,2019,2,25,22:01:00,22,,,,,,,12,-58.486926,-34.577088,MOTO-SD,MOTO,,Lesion
1411,LC-2019-0121049,1,2019-02-25 00:00:00,2019,2,25,22:00:00,22,,,,,,,9,-58.517471,-34.661982,SD-SD,,,Lesion
1412,LC-2019-0121118,1,2019-02-25 00:00:00,2019,2,25,22:10:00,22,,,,,,,No Especificada,,,SD-SD,,,Lesion
1413,LC-2019-0121159,1,2019-02-25 00:00:00,2019,2,25,22:11:00,22,,,,,,,12,-58.487618,-34.576277,SD-SD,,,Lesion
1414,LC-2019-0121707,1,2019-02-25 00:00:00,2019,2,25,18:00:00,18,,,,,,,No Especificada,,,SD-SD,,,Lesion
1415,LC-2019-0122800,2,2019-02-25 00:00:00,2019,2,25,20:20:00,20,,,,,,,4,-58.39547,-34.650957,SD-SD,,,Lesion
1416,LC-2019-0127758,1,2019-02-25 00:00:00,2019,2,25,08:30:00,8,,,,,,,5,-58.418655,-34.614275,SD-SD,,,Lesion
1417,LC-2019-0143620,1,2019-02-25 00:00:00,2019,2,25,11:30:00,11,,,,,,,12,-58.482751,-34.560536,SD-SD,,,Lesion
1418,LC-2019-0143645,1,2019-02-25 00:00:00,2019,2,25,09:00:00,9,,,,,,,12,-58.509038,-34.569999,SD-SD,,,Lesion
1419,LC-2019-0145748,1,2019-02-25 00:00:00,2019,2,25,08:30:00,8,,,,,,,5,-58.419722,-34.611122,SD-SD,,,Lesion
1420,LC-2019-0168260,1,2019-02-25 00:00:00,2019,2,25,08:20:00,8,,,,,,,8,-58.43671,-34.664634,SD-SD,,,Lesion
1421,LC-2019-0119115,1,2019-02-25 00:00:00,2019,2,25,10:00:00,10,,,"JUSTO, JUAN B. AV.",,ESTADO PLURINACIONAL DE BOLIVIA,"JUSTO, JUAN B. AV. y ESTADO PLURINACIONAL DE BOLIVIA",,,,SD-SD,,,Lesion
1422,LC-2019-0121886,1,2019-02-26 00:00:00,2019,2,26,08:20:00,8,,,,,,,12,-58.480597,-34.565137,CICLISTA-SD,CICLISTA,,Lesion
1423,LC-2019-0121911,1,2019-02-26 00:00:00,2019,2,26,10:02:00,10,,,,,,,1,-58.377459,-34.614963,CICLISTA-SD,CICLISTA,,Lesion
1424,LC-2019-0122125,1,2019-02-26 00:00:00,2019,2,26,10:45:00,10,,,,,,,11,-58.473593,-34.605872,CICLISTA-SD,CICLISTA,,Lesion
1425,LC-2019-0122153,1,2019-02-26 00:00:00,2019,2,26,12:13:00,12,,,,,,,3,-58.405475,-34.604562,CICLISTA-SD,CICLISTA,,Lesion
1426,LC-2019-0122732,1,2019-02-26 00:00:00,2019,2,26,14:48:00,14,,,,,,,6,-58.451466,-34.630539,CICLISTA-SD,CICLISTA,,Lesion
1427,LC-2019-0123351,1,2019-02-26 00:00:00,2019,2,26,18:30:00,18,,,,,,,11,-58.483514,-34.611087,CICLISTA-SD,CICLISTA,,Lesion
1428,LC-2019-0121165,1,2019-02-26 00:00:00,2019,2,26,00:15:00,0,,,,,,,2,-58.399234,-34.590846,SD-SD,,,Lesion
1429,LC-2019-0121210,1,2019-02-26 00:00:00,2019,2,26,01:40:00,1,,,,,,,14,-58.415175,-34.59413,SD-SD,,,Lesion
1430,LC-2019-0121316,3,2019-02-26 00:00:00,2019,2,26,01:50:00,1,,,,,,,8,-58.496128,-34.678155,AUTO-SD,AUTO,,Lesion
1431,LC-2019-0121322,3,2019-02-26 00:00:00,2019,2,26,05:20:00,5,,,,,,,8,-58.432849,-34.670513,SD-SD,,,Lesion
1432,LC-2019-0121523,2,2019-02-26 00:00:00,2019,2,26,08:20:00,8,,,,,,,9,-58.505462,-34.662091,SD-SD,,,Lesion
1433,LC-2019-0121525,1,2019-02-26 00:00:00,2019,2,26,09:11:00,9,,,,,,,15,-58.461606,-34.576838,SD-SD,,,Lesion
1434,LC-2019-0121832,2,2019-02-26 00:00:00,2019,2,26,08:51:00,8,,,,,,,5,-58.417833,-34.632955,SD-SD,,,Lesion
1435,LC-2019-0122092,1,2019-02-26 00:00:00,2019,2,26,10:35:00,10,,,,,,,4,-58.41971,-34.654147,SD-SD,,,Lesion
1436,LC-2019-0122280,2,2019-02-26 00:00:00,2019,2,26,12:52:00,12,,,,,,,4,-58.419423,-34.649836,SD-SD,,,Lesion
1437,LC-2019-0122512,1,2019-02-26 00:00:00,2019,2,26,13:00:00,13,,,,,,,No Especificada,,,SD-SD,,,Lesion
1438,LC-2019-0122617,1,2019-02-26 00:00:00,2019,2,26,10:00:00,10,,,,,,,3,-58.400269,-34.62488,SD-SD,,,Lesion
1439,LC-2019-0122656,1,2019-02-26 00:00:00,2019,2,26,13:30:00,13,,,,,,,3,-58.395149,-34.605856,MOTO-SD,MOTO,,Lesion
1440,LC-2019-0122695,1,2019-02-26 00:00:00,2019,2,26,13:55:00,13,,,,,,,8,-58.500515,-34.674827,SD-SD,,,Lesion
1441,LC-2019-0122805,1,2019-02-26 00:00:00,2019,2,26,15:01:00,15,,,,,,,2,-58.394394,-34.578563,AUTO-SD,AUTO,,Lesion
1442,LC-2019-0122899,1,2019-02-26 00:00:00,2019,2,26,13:30:00,13,,,,,,,1,-58.380012,-34.622135,SD-SD,,,Lesion
1443,LC-2019-0122950,1,2019-02-26 00:00:00,2019,2,26,15:59:00,15,,,,,,,7,-58.445215,-34.637804,SD-SD,,,Lesion
1444,LC-2019-0123079,1,2019-02-26 00:00:00,2019,2,26,15:00:00,15,,,,,,,8,-58.49227,-34.673622,SD-SD,,,Lesion
1445,LC-2019-0123172,2,2019-02-26 00:00:00,2019,2,26,16:30:00,16,,,,,,,14,-58.417954,-34.573538,AUTO-SD,AUTO,,Lesion
1446,LC-2019-0123221,2,2019-02-26 00:00:00,2019,2,26,15:15:00,15,,,,,,,14,-58.430281,-34.580491,SD-SD,,,Lesion
1447,LC-2019-0123239,1,2019-02-26 00:00:00,2019,2,26,17:43:00,17,,,,,,,4,-58.416413,-34.654728,AUTO-SD,AUTO,,Lesion
1448,LC-2019-0123315,1,2019-02-26 00:00:00,2019,2,26,14:15:00,14,,,,,,,14,-58.436567,-34.586856,SD-SD,,,Lesion
1449,LC-2019-0123339,1,2019-02-26 00:00:00,2019,2,26,16:10:00,16,,,,,,,3,-58.404734,-34.615241,SD-SD,,,Lesion
1450,LC-2019-0123501,1,2019-02-26 00:00:00,2019,2,26,17:30:00,17,,,,,,,14,-58.43553,-34.564458,SD-SD,,,Lesion
1451,LC-2019-0123572,1,2019-02-26 00:00:00,2019,2,26,16:20:00,16,,,,,,,3,-58.404976,-34.609982,SD-SD,,,Lesion
1452,LC-2019-0123616,1,2019-02-26 00:00:00,2019,2,26,20:22:00,20,,,,,,,9,-58.491548,-34.644066,SD-SD,,,Lesion
1453,LC-2019-0123698,1,2019-02-26 00:00:00,2019,2,26,16:20:00,16,,,,,,,6,-58.443235,-34.610767,SD-SD,,,Lesion
1454,LC-2019-0123706,1,2019-02-26 00:00:00,2019,2,26,18:00:00,18,,,,,,,No Especificada,,,SD-SD,,,Lesion
1455,LC-2019-0123712,1,2019-02-26 00:00:00,2019,2,26,18:00:00,18,,,,,,,No Especificada,,,SD-SD,,,Lesion
1456,LC-2019-0123717,1,2019-02-26 00:00:00,2019,2,26,18:37:00,18,,,,,,,15,-58.453992,-34.596684,SD-SD,,,Lesion
1457,LC-2019-0123812,1,2019-02-26 00:00:00,2019,2,26,21:58:00,21,,,,,,,14,-58.425441,-34.581953,SD-SD,,,Lesion
1458,LC-2019-0123836,1,2019-02-26 00:00:00,2019,2,26,22:15:00,22,,,,,,,4,-58.377106,-34.649031,SD-SD,,,Lesion
1459,LC-2019-0123852,1,2019-02-26 00:00:00,2019,2,26,21:00:00,21,,,,,,,13,-58.455742,-34.54804,SD-SD,,,Lesion
1460,LC-2019-0123916,1,2019-02-26 00:00:00,2019,2,26,22:30:00,22,,,,,,,7,-58.464112,-34.62925,MOTO-SD,MOTO,,Lesion
1461,LC-2019-0123919,1,2019-02-26 00:00:00,2019,2,26,20:50:00,20,,,,,,,7,-58.423495,-34.640197,AUTO-SD,AUTO,,Lesion
1462,PFA-2019-0000120,1,2019-02-26 00:00:00,2019,2,26,,,,,SAN JUAN AV.,1941.0,,SAN JUAN AV. 1941,,,,SD-SD,,,Lesion
1463,LC-2019-0126160,1,2019-02-27 00:00:00,2019,2,27,18:00:00,18,,,,,,,4,-58.401844,-34.645467,CICLISTA-SD,CICLISTA,,Lesion
1464,LC-2019-0126354,1,2019-02-27 00:00:00,2019,2,27,18:10:00,18,,,,,,,7,-58.466214,-34.631686,CICLISTA-SD,CICLISTA,,Lesion
1465,LC-2019-0126458,1,2019-02-27 00:00:00,2019,2,27,21:00:00,21,,,,,,,10,-58.528299,-34.616467,CICLISTA-SD,CICLISTA,,Lesion
1466,LC-2019-0126560,1,2019-02-27 00:00:00,2019,2,27,19:30:00,19,,,,,,,13,-58.45813,-34.574924,CICLISTA-SD,CICLISTA,,Lesion
1467,LC-2019-0160649,1,2019-02-27 00:00:00,2019,2,27,08:35:00,8,,,,,,,4,-58.375482,-34.653259,CICLISTA-SD,CICLISTA,,Lesion
1468,LC-2019-0124004,2,2019-02-27 00:00:00,2019,2,27,01:59:00,1,,,,,,,4,-58.374194,-34.65648,SD-SD,,,Lesion
1469,LC-2019-0124010,1,2019-02-27 00:00:00,2019,2,27,00:20:00,0,,,,,,,9,-58.500778,-34.662142,AUTO-SD,AUTO,,Lesion
1470,LC-2019-0124016,1,2019-02-27 00:00:00,2019,2,27,00:01:00,0,,,,,,,13,-58.449091,-34.571668,SD-SD,,,Lesion
1471,LC-2019-0124017,1,2019-02-27 00:00:00,2019,2,27,02:26:00,2,,,,,,,3,,,SD-SD,,,Lesion
1472,LC-2019-0124112,2,2019-02-27 00:00:00,2019,2,27,05:39:00,5,,,,,,,14,-58.412636,-34.556933,AUTO-SD,AUTO,,Lesion
1473,LC-2019-0124345,1,2019-02-27 00:00:00,2019,2,27,07:40:00,7,,,,,,,15,-58.44903,-34.598167,SD-SD,,,Lesion
1474,LC-2019-0124917,1,2019-02-27 00:00:00,2019,2,27,09:30:00,9,,,,,,,13,-58.449274,-34.540487,SD-SD,,,Lesion
1475,LC-2019-0125050,1,2019-02-27 00:00:00,2019,2,27,12:57:00,12,,,,,,,7,-58.459268,-34.630561,SD-SD,,,Lesion
1476,LC-2019-0125172,1,2019-02-27 00:00:00,2019,2,27,13:15:00,13,,,,,,,No Especificada,,,SD-SD,,,Lesion
1477,LC-2019-0125273,1,2019-02-27 00:00:00,2019,2,27,11:30:00,11,,,,,,,15,-58.475496,-34.592313,SD-SD,,,Lesion
1478,LC-2019-0125602,1,2019-02-27 00:00:00,2019,2,27,13:08:00,13,,,,,,,15,-58.46047,-34.585201,SD-SD,,,Lesion
1479,LC-2019-0125638,1,2019-02-27 00:00:00,2019,2,27,13:40:00,13,,,,,,,11,-58.519116,-34.589282,SD-SD,,,Lesion
1480,LC-2019-0125874,1,2019-02-27 00:00:00,2019,2,27,16:00:00,16,,,,,,,1,-58.378781,-34.617546,MOTO-SD,MOTO,,Lesion
1481,LC-2019-0125884,1,2019-02-27 00:00:00,2019,2,27,14:00:00,14,,,,,,,15,-58.445577,-34.59578,SD-SD,,,Lesion
1482,LC-2019-0125908,1,2019-02-27 00:00:00,2019,2,27,14:30:00,14,,,,,,,3,-58.411709,-34.609904,AUTO-SD,AUTO,,Lesion
1483,LC-2019-0125959,1,2019-02-27 00:00:00,2019,2,27,17:50:00,17,,,,,,,10,-58.49821,-34.628067,SD-SD,,,Lesion
1484,LC-2019-0126015,2,2019-02-27 00:00:00,2019,2,27,14:30:00,14,,,,,,,11,-58.47308,-34.615107,PEATON-SD,PEATON,,Lesion
1485,LC-2019-0126039,1,2019-02-27 00:00:00,2019,2,27,18:21:00,18,,,,,,,No Especificada,,,SD-SD,,,Lesion
1486,LC-2019-0126110,1,2019-02-27 00:00:00,2019,2,27,18:38:00,18,,,,,,,3,-58.403288,-34.611101,AUTO-SD,AUTO,,Lesion
1487,LC-2019-0126141,1,2019-02-27 00:00:00,2019,2,27,17:10:00,17,,,,,,,11,-58.479721,-34.606784,MOTO-SD,MOTO,,Lesion
1488,LC-2019-0126286,1,2019-02-27 00:00:00,2019,2,27,17:55:00,17,,,,,,,15,-58.456931,-34.604381,SD-SD,,,Lesion
1489,LC-2019-0126296,1,2019-02-27 00:00:00,2019,2,27,17:45:00,17,,,,,,,1,-58.369521,-34.59832,SD-SD,,,Lesion
1490,LC-2019-0126305,1,2019-02-27 00:00:00,2019,2,27,16:05:00,16,,,,,,,1,-58.375448,-34.592655,SD-SD,,,Lesion
1491,LC-2019-0126326,1,2019-02-27 00:00:00,2019,2,27,20:29:00,20,,,,,,,9,-58.528792,-34.639342,SD-SD,,,Lesion
1492,LC-2019-0126408,1,2019-02-27 00:00:00,2019,2,27,18:37:00,18,,,,,,,1,-58.381976,-34.588698,SD-SD,,,Lesion
1493,LC-2019-0126505,1,2019-02-27 00:00:00,2019,2,27,22:09:00,22,,,,,,,8,-58.464153,-34.669643,PEATON-SD,PEATON,,Lesion
1494,LC-2019-0126553,1,2019-02-27 00:00:00,2019,2,27,18:20:00,18,,,,,,,11,-58.508376,-34.603744,SD-SD,,,Lesion
1495,LC-2019-0130456,2,2019-02-27 00:00:00,2019,2,27,19:00:00,19,,,,,,,15,-58.442491,-34.602219,TRANSPORTE PUBLICO-SD,TRANSPORTE PUBLICO,,Lesion
1496,LC-2019-0140164,1,2019-02-27 00:00:00,2019,2,27,20:05:00,20,,,,,,,1,-58.38189,-34.60256,SD-SD,,,Lesion
1497,LC-2019-0126923,1,2019-02-28 00:00:00,2019,2,28,09:26:00,9,,,,,,,4,-58.42379,-34.657339,CICLISTA-SD,CICLISTA,,Lesion
1498,LC-2019-0128473,1,2019-02-28 00:00:00,2019,2,28,18:00:00,18,,,,,,,12,-58.48708,-34.552241,CICLISTA-SD,CICLISTA,,Lesion
1499,LC-2019-0128598,1,2019-02-28 00:00:00,2019,2,28,19:10:00,19,,,,,,,6,-58.457834,-34.607593,CICLISTA-SD,CICLISTA,,Lesion
1500,LC-2019-0128600,1,2019-02-28 00:00:00,2019,2,28,18:40:00,18,,,,,,,12,-58.48029,-34.556464,CICLISTA-SD,CICLISTA,,Lesion
1501,LC-2019-0128835,1,2019-02-28 00:00:00,2019,2,28,22:17:00,22,,,,,,,1,-58.389179,-34.609077,CICLISTA-SD,CICLISTA,,Lesion
1502,LC-2019-0126574,1,2019-02-28 00:00:00,2019,2,28,00:41:00,0,,,,,,,15,-58.474149,-34.584652,MOTO-SD,MOTO,,Lesion
1503,LC-2019-0126596,1,2019-02-28 00:00:00,2019,2,28,01:11:00,1,,,,,,,15,-58.451635,-34.606179,SD-SD,,,Lesion
1504,LC-2019-0126633,1,2019-02-28 00:00:00,2019,2,28,02:35:00,2,,,,,,,15,-58.477269,-34.591246,SD-SD,,,Lesion
1505,LC-2019-0126772,1,2019-02-28 00:00:00,2019,2,28,07:30:00,7,,,,,,,10,-58.529911,-34.625715,SD-SD,,,Lesion
1506,LC-2019-0126937,1,2019-02-28 00:00:00,2019,2,28,09:37:00,9,,,,,,,9,-58.485851,-34.653543,SD-SD,,,Lesion
1507,LC-2019-0127113,1,2019-02-28 00:00:00,2019,2,28,10:39:00,10,,,,,,,1,-58.382819,-34.614394,MOTO-SD,MOTO,,Lesion
1508,LC-2019-0127214,1,2019-02-28 00:00:00,2019,2,28,09:10:00,9,,,,,,,15,-58.452208,-34.587117,MOTO-SD,MOTO,,Lesion
1509,LC-2019-0127669,1,2019-02-28 00:00:00,2019,2,28,11:28:00,11,,,,,,,2,-58.389671,-34.599439,MOTO-SD,MOTO,,Lesion
1510,LC-2019-0127723,1,2019-02-28 00:00:00,2019,2,28,14:43:00,14,,,,,,,No Especificada,,,SD-SD,,,Lesion
1511,LC-2019-0127812,1,2019-02-28 00:00:00,2019,2,28,15:09:00,15,,,,,,,11,-58.520373,-34.59407,SD-SD,,,Lesion
1512,LC-2019-0128037,3,2019-02-28 00:00:00,2019,2,28,14:38:00,14,,,,,,,13,-58.462534,-34.555482,AUTO-SD,AUTO,,Lesion
1513,LC-2019-0128124,1,2019-02-28 00:00:00,2019,2,28,16:59:00,16,,,,,,,8,-58.474381,-34.694491,SD-SD,,,Lesion
1514,LC-2019-0128200,1,2019-02-28 00:00:00,2019,2,28,17:31:00,17,,,,,,,12,-58.500649,-34.552046,SD-SD,,,Lesion
1515,LC-2019-0128332,1,2019-02-28 00:00:00,2019,2,28,16:00:00,16,,,,,,,11,-58.521614,-34.598255,MOTO-SD,MOTO,,Lesion
1516,LC-2019-0128419,1,2019-02-28 00:00:00,2019,2,28,18:52:00,18,,,,,,,No Especificada,,,MONOPATIN-SD,MONOPATIN,,Lesion
1517,LC-2019-0128552,1,2019-02-28 00:00:00,2019,2,28,18:30:00,18,,,,,,,10,-58.514792,-34.623468,SD-SD,,,Lesion
1518,LC-2019-0128557,1,2019-02-28 00:00:00,2019,2,28,14:00:00,14,,,,,,,13,-58.46819,-34.548942,SD-SD,,,Lesion
1519,LC-2019-0128561,1,2019-02-28 00:00:00,2019,2,28,19:40:00,19,,,,,,,9,-58.528792,-34.639342,SD-SD,,,Lesion
1520,LC-2019-0128563,1,2019-02-28 00:00:00,2019,2,28,19:49:00,19,,,,,,,No Especificada,,,SD-SD,,,Lesion
